stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
638802A001,고성군 고성읍,2024-10-31,16.1,22.3,11.6,81.7,,,,0.0,,9.6,0.0,,18.0,27.0
638802A001,고성군 고성읍,2024-11-01,14.5,15.3,13.3,95.5,,,,44.0,,1.5,470.0,,17.6,32.2
638802A001,고성군 고성읍,2024-11-02,16.9,22.1,12.3,86.6,,,,18.0,,8.2,0.0,,17.7,36.0
638802A001,고성군 고성읍,2024-11-03,14.9,21.7,9.8,84.6,,,,0.0,,13.4,0.0,,,31.9
638802A001,고성군 고성읍,2024-11-04,14.4,21.5,8.2,85.1,,,,0.5,,10.8,0.0,,,30.2
638802A001,고성군 고성읍,2024-11-05,14.1,19.3,9.8,57.9,,,,0.0,,11.6,0.0,,,29.1
638802A001,고성군 고성읍,2024-11-06,9.9,16.2,3.4,48.5,,,,0.0,,15.6,0.0,,,28.4
638802A001,고성군 고성읍,2024-11-07,9.9,18.9,1.7,75.8,,,,0.0,,14.2,0.0,,,27.6
638802A001,고성군 고성읍,2024-11-08,12.4,18.8,7.2,85.6,,,,0.0,,9.9,0.0,,,27.1
638802A001,고성군 고성읍,2024-11-10,14.1,19.0,9.5,84.7,,,,0.0,,5.3,0.0,,,26.3
638802A001,고성군 고성읍,2024-11-11,13.4,21.5,6.4,82.3,,,,0.0,,13.5,0.0,,,26.1
638802A001,고성군 고성읍,2024-11-12,13.2,22.3,7.1,82.8,,,,0.0,,12.7,0.0,,,25.9
638802A001,고성군 고성읍,2024-11-13,13.1,21.2,6.6,79.0,,,,0.0,,10.8,0.0,,,25.7
638802A001,고성군 고성읍,2024-11-14,13.3,20.3,6.8,83.2,,,,0.0,,9.4,0.0,,,25.5
638802A001,고성군 고성읍,2024-11-15,15.1,20.0,11.8,86.2,,,,0.5,,5.4,65.0,,,25.4
638802A001,고성군 고성읍,2024-11-16,16.9,22.8,12.7,81.0,,,,0.0,,12.0,0.0,,,25.3
638802A001,고성군 고성읍,2024-11-17,13.8,18.9,7.9,64.2,,,,0.0,,5.4,0.0,,,25.1
638802A001,고성군 고성읍,2024-11-18,6.2,11.1,2.4,38.1,,,,0.0,,14.3,0.0,,,24.7
638802A001,고성군 고성읍,2024-11-19,8.0,14.5,0.0,66.7,,,,0.0,,10.7,0.0,,,25.6
638802A001,고성군 고성읍,2024-11-21,8.2,16.3,1.9,78.1,,,,0.0,,11.6,0.0,,,26.8
638802A001,고성군 고성읍,2024-11-22,7.4,16.3,1.2,70.0,,,,0.0,,12.7,0.0,,,26.2
638802A001,고성군 고성읍,2024-11-23,7.7,14.4,1.1,63.5,,,,0.0,,10.1,0.0,,,25.5
