stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt,year,month,day
038303A002,청도군 각북면,2024-06-01,20.7,27.0,14.4,60.0,325.1,1.4,6.3,0.0,735,26.3,0,22.9,31.1,,2024,6,1
038303A002,청도군 각북면,2024-06-02,20.1,26.6,13.0,59.6,321.4,1.6,6.9,0.0,716,27.0,0,22.3,31.3,,2024,6,2
038303A002,청도군 각북면,2024-06-03,19.5,26.0,14.5,65.8,167.0,0.9,5.5,0.0,683,18.2,5,22.1,31.2,,2024,6,3
038303A002,청도군 각북면,2024-06-04,18.8,26.6,11.1,58.0,341.0,1.5,6.2,0.0,716,28.7,0,21.1,31.1,,2024,6,4
038303A002,청도군 각북면,2024-06-05,20.0,30.3,9.2,58.6,188.7,1.3,5.9,0.0,704,26.0,6,22.7,31.2,,2024,6,5
038303A002,청도군 각북면,2024-06-06,20.7,27.8,13.5,62.1,220.8,1.1,5.1,0.0,661,20.4,0,23.3,31.5,,2024,6,6
038303A002,청도군 각북면,2024-06-07,21.8,29.4,13.9,62.9,159.9,1.1,8.0,0.0,710,21.9,40,24.5,31.8,,2024,6,7
038303A002,청도군 각북면,2024-06-08,19.1,21.8,17.3,85.9,126.6,0.7,5.3,18.0,447,5.7,1186,20.4,31.1,,2024,6,8
038303A002,청도군 각북면,2024-06-09,21.9,28.2,17.3,79.2,314.1,1.0,4.6,1.0,732,20.1,686,24.1,31.1,,2024,6,9
038303A002,청도군 각북면,2024-06-10,23.4,32.6,15.6,70.4,252.2,1.1,8.9,0.0,691,26.6,204,25.3,31.8,,2024,6,10
038303A002,청도군 각북면,2024-06-11,25.4,33.8,17.7,66.5,304.2,1.0,6.6,0.0,726,27.4,22,27.5,33.0,,2024,6,11
038303A002,청도군 각북면,2024-06-12,25.6,34.0,18.5,64.1,314.5,1.1,6.1,0.0,727,27.4,9,27.9,34.0,,2024,6,12
038303A002,청도군 각북면,2024-06-13,25.8,35.5,17.9,64.1,230.9,1.3,6.4,0.0,645,26.7,0,28.0,34.6,,2024,6,13
038303A002,청도군 각북면,2024-06-14,25.1,33.9,16.5,62.1,160.1,1.2,5.4,0.0,719,26.7,53,27.2,34.9,,2024,6,14
038303A002,청도군 각북면,2024-06-15,24.8,34.7,18.9,72.6,301.6,1.4,8.1,11.5,694,24.3,302,27.2,35.1,,2024,6,15
038303A002,청도군 각북면,2024-06-16,24.3,30.8,19.0,67.9,322.7,1.0,6.0,0.0,697,25.6,551,25.6,34.9,,2024,6,16
038303A002,청도군 각북면,2024-06-17,21.6,28.7,15.5,72.2,210.6,0.8,4.6,0.0,699,16.1,54,23.2,33.6,,2024,6,17
038303A002,청도군 각북면,2024-06-18,24.7,34.5,14.9,57.9,320.1,1.7,8.5,0.0,721,27.7,39,25.7,33.5,,2024,6,18
038303A002,청도군 각북면,2024-06-19,25.5,35.7,16.0,61.5,192.6,0.8,8.0,0.0,748,24.2,0,26.8,34.0,,2024,6,19
038303A002,청도군 각북면,2024-06-20,22.1,27.3,16.6,66.4,314.6,1.1,4.7,0.0,687,12.9,0,23.4,33.5,,2024,6,20
038303A002,청도군 각북면,2024-06-21,25.0,30.8,18.6,67.9,175.5,1.0,11.1,0.0,725,19.0,0,26.8,33.5,,2024,6,21
038303A002,청도군 각북면,2024-06-22,23.1,24.8,21.4,89.9,42.3,0.5,4.0,31.0,137,3.2,906,23.1,33.3,,2024,6,22
038303A002,청도군 각북면,2024-06-23,25.5,29.3,21.3,80.3,208.5,1.2,6.1,0.0,705,12.0,481,25.9,33.5,,2024,6,23
038303A002,청도군 각북면,2024-06-24,25.2,31.2,20.5,76.8,190.2,1.2,6.3,0.0,678,20.0,0,26.0,33.8,,2024,6,24
038303A002,청도군 각북면,2024-06-25,23.1,29.3,18.4,61.0,315.7,1.4,6.2,0.0,723,21.4,0,23.1,33.5,,2024,6,25
038303A002,청도군 각북면,2024-06-26,22.5,30.0,14.6,65.7,232.9,0.9,11.1,0.0,757,24.7,0,22.9,32.8,,2024,6,26
038303A002,청도군 각북면,2024-06-27,19.5,24.8,14.8,79.3,278.4,0.6,3.5,0.5,642,9.4,322,20.3,32.0,,2024,6,27
038303A002,청도군 각북면,2024-06-28,24.2,33.6,16.5,72.4,164.9,1.0,4.9,0.0,709,26.8,582,25.9,32.2,,2024,6,28
038303A002,청도군 각북면,2024-06-29,23.1,27.6,19.1,86.5,149.9,1.0,5.7,40.5,510,9.8,732,23.9,32.7,,2024,6,29
038303A002,청도군 각북면,2024-06-30,25.7,29.3,23.9,86.0,170.3,1.6,8.6,37.0,428,8.4,1217,25.3,33.0,,2024,6,30
