no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
310,695909B001,,2013-11-06,24.6,25.3,25.3,65.2,264.8,4.5,4.5,10.5,59,3.2,593,12.3,,
322,695909B001,,2013-11-18,15.7,16.3,15,25,275.5,2.1,2.7,0,0,16.7,0,15.4,,
333,695909B001,,2013-11-29,8.5,25.3,7,52.1,264.8,4.5,4.5,2,15,0.9,159,,,
106,695909B001,,2014-04-16,15,20.6,10.5,41.1,,0.3,6.4,0,0,6.8,13,17.6,,
61,695909B001,제주시 상귀길,2016-03-02,5.5,14.4,-1.6,55.7,49.7,0,12.2,0.5,362,10.5,417,6.4,,
62,695909B001,제주시 상귀길,2016-03-03,10.8,17,1.6,55.5,,0,0,1,295,11.5,218,11.8,,
63,695909B001,제주시 상귀길,2016-03-04,16.9,19.8,14.6,59.2,167.4,0.6,7.6,0,206,10.9,0,17.2,,
64,695909B001,제주시 상귀길,2016-03-05,17.5,21.2,13.4,70.4,180.1,2.2,12.2,34,171,11.6,567,17.3,,
65,695909B001,제주시 상귀길,2016-03-06,11.1,16.4,7.4,76.9,161.4,0.7,5.3,11,212,8.3,853,12.3,,
66,695909B001,제주시 상귀길,2016-03-07,12.5,17.7,6.9,72.7,231,0.7,4.8,0,332,12.9,543,15,,
67,695909B001,제주시 상귀길,2016-03-08,9.5,13.6,4.9,67.2,74.8,1.5,11.2,25,0,1.7,511,9.8,,
68,695909B001,제주시 상귀길,2016-03-09,4.6,7.9,2.4,56.4,85.6,1.8,9.5,25,488,16.7,493,5.7,,
69,695909B001,제주시 상귀길,2016-03-10,2.8,5.9,1.1,52.8,95.1,1.5,7.7,0,312,12.8,0,4.3,,
70,695909B001,제주시 상귀길,2016-03-11,3.2,6.4,1.4,46.8,180.1,1.5,5.8,0,243,11.9,0,5.4,,
71,695909B001,제주시 상귀길,2016-03-12,4,9,-0.3,44.6,85.3,0.8,5.1,0,487,17.7,0,6,,
72,695909B001,제주시 상귀길,2016-03-13,7.1,10.4,3,62.8,122.3,0.6,5.3,7.5,0,2.5,699,7.3,,
73,695909B001,제주시 상귀길,2016-03-14,5.5,8.2,2.2,63.5,106.6,1.2,6.8,0,44,7,84,5.3,,
74,695909B001,제주시 상귀길,2016-03-15,6.6,12.1,1.1,58.3,134.4,1.2,4.8,0,587,19.3,0,8.9,,
75,695909B001,제주시 상귀길,2016-03-16,10.1,16,4.6,53.5,142.3,0.8,4.9,0,547,18.6,0,12.5,,
76,695909B001,제주시 상귀길,2016-03-17,12.1,18.7,4.1,63.3,180.1,0.8,4.1,0.5,424,15.3,292,14.7,,
77,695909B001,제주시 상귀길,2016-03-18,14.9,19.6,12.1,73,243.6,0.9,6.6,5.5,101,9.8,879,16.9,,
78,695909B001,제주시 상귀길,2016-03-19,10.3,14.7,4.6,75.5,217.8,0.7,4.8,0,359,14.5,523,13,,
79,695909B001,제주시 상귀길,2016-03-20,8.6,13.2,3.3,78.3,143.8,0.9,4.3,0,321,14.8,378,10.9,,
80,695909B001,제주시 상귀길,2016-03-21,10.8,16,6.3,59.1,108.4,1.3,6.7,0,566,18.9,0,12.5,,
81,695909B001,제주시 상귀길,2016-03-22,9,14.2,4.3,69.4,201.7,0.9,4.7,0,607,19.8,162,11.9,,
82,695909B001,제주시 상귀길,2016-03-23,7.9,14.1,3.7,65.9,137.5,1.2,7.5,0,507,17.5,370,10.3,,
83,695909B001,제주시 상귀길,2016-03-24,7.5,11.1,5,54.5,97.4,1.4,6.5,0,328,14.9,0,9.7,,
84,695909B001,제주시 상귀길,2016-03-25,7,10.8,4.2,59.9,180.1,0.6,4.9,0,418,15.4,0,9.8,,
85,695909B001,제주시 상귀길,2016-03-26,6.5,10.6,2.3,49.8,234.6,1.1,6.2,0,511,19.5,0,9.2,,
86,695909B001,제주시 상귀길,2016-03-27,7.2,12.9,1.8,47.1,213.4,0.9,4.9,0,474,17.6,0,9.4,,
87,695909B001,제주시 상귀길,2016-03-28,10.4,16.4,1.7,41.5,215.6,1.4,7.5,0,667,19.9,0,12.8,,
88,695909B001,제주시 상귀길,2016-03-29,13.6,16.2,10.9,49.6,197.3,2.6,12.4,0,152,12.5,0,14.5,,
89,695909B001,제주시 상귀길,2016-03-30,14.4,20.5,10.1,63.1,228.6,0.8,6.6,0,513,17,169,16.8,,
90,695909B001,제주시 상귀길,2016-03-31,12.3,15.3,9.6,75.1,211.8,0.4,3.7,0,0,4.4,419,12.9,,
91,695909B001,제주시 상귀길,2016-04-01,12,18.5,7.1,54.4,211.2,0.7,4.1,0,665,21.3,45,15.1,,
92,695909B001,제주시 상귀길,2016-04-02,13.5,20.5,5.7,63.3,201.4,0.9,5.3,0,507,19.3,42,16.6,,
93,695909B001,제주시 상귀길,2016-04-03,14.5,16.3,13.6,84.5,86.6,0.4,4.8,25.5,0,2.1,940,15.1,,
94,695909B001,제주시 상귀길,2016-04-04,12.3,14,11.2,99,93,0.8,6.3,2.5,0,3.5,795,13.5,,
95,695909B001,제주시 상귀길,2016-04-05,12,16.3,8.5,71.8,157.6,0.7,3.7,0,155,13.2,92,14.8,,
96,695909B001,제주시 상귀길,2016-04-06,13.8,20.6,7.6,68.6,187.8,0.8,13.4,6,0,4.7,537,14.6,,
97,695909B001,제주시 상귀길,2016-04-07,14.1,20,10.1,80.6,217.1,1.8,14.9,26.5,117,8.1,879,15.4,,
98,695909B001,제주시 상귀길,2016-04-08,11.4,17.2,8.9,82.7,184.7,0.5,4.9,0,200,12.8,801,13.8,,
99,695909B001,제주시 상귀길,2016-04-09,13.3,21.8,6.9,62.4,179.7,0.5,3.9,0,680,22.9,788,17,,
100,695909B001,제주시 상귀길,2016-04-10,13.5,21.3,8.2,64.7,167.1,0.6,3.4,0,378,19.2,490,17.2,,
101,695909B001,제주시 상귀길,2016-04-11,13,19.6,8.1,69,83.3,1.2,7.2,0,508,19.6,55,14.4,,
102,695909B001,제주시 상귀길,2016-04-12,16,21.6,9.1,63,139.1,1.2,9.7,0,303,15.5,2,17.8,,
