stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
050124D004,거창군 동변리,2024-10-31,12.3,22.2,6.4,86.8,182.8,0.4,4.1,0.0,,12.9,926.0,13.1,,23.8
050124D004,거창군 동변리,2024-11-01,11.8,13.1,10.0,98.3,78.1,0.5,5.5,14.0,,1.4,1439.0,12.6,,25.2
050124D004,거창군 동변리,2024-11-02,15.5,21.1,10.2,83.9,113.1,1.5,8.0,11.0,,8.4,457.0,15.3,,32.4
050124D004,거창군 동변리,2024-11-03,12.4,21.2,8.3,88.6,159.6,0.5,3.5,0.0,,13.0,885.0,13.3,,29.3
050124D004,거창군 동변리,2024-11-04,12.5,21.1,7.7,79.8,157.2,0.9,9.2,0.0,,10.8,583.0,13.2,,28.0
050124D004,거창군 동변리,2024-11-05,10.5,18.3,5.2,67.7,242.4,1.0,6.1,0.0,,14.1,102.0,11.0,,27.1
050124D004,거창군 동변리,2024-11-06,7.2,13.7,0.5,51.4,66.8,1.7,10.5,0.0,,15.8,42.0,7.7,,26.3
050124D004,거창군 동변리,2024-11-07,6.5,17.7,-2.1,78.2,180.4,0.4,4.6,0.0,,15.0,379.0,7.6,,25.7
050124D004,거창군 동변리,2024-11-08,9.7,18.9,2.3,83.8,188.9,0.4,4.7,0.0,,12.9,628.0,10.3,,25.3
050124D004,거창군 동변리,2024-11-10,10.3,17.0,6.5,90.8,191.5,0.2,1.9,0.0,,5.4,926.0,10.7,,24.6
