stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
269804A001,음성군 소이면,2024-01-01,2.6,7.8,0.4,90.9,210.8,0.6,4.3,0.0,118,37.1,0,1.3,1.2,19.7
269804A001,음성군 소이면,2024-01-02,2.5,5.3,0.4,91.7,247.1,0.6,4.2,0.0,0,33.9,0,1.0,2.1,19.9
269804A001,음성군 소이면,2024-01-03,1.5,4.3,-0.2,91.7,226.8,0.7,4.0,0.5,0,36.3,0,0.1,2.6,19.5
269804A001,음성군 소이면,2024-01-04,0.0,6.6,-4.5,85.4,112.8,0.8,3.6,0.5,414,39.5,0,-1.4,2.4,19.2
269804A001,음성군 소이면,2024-01-05,3.6,9.1,-1.1,88.0,147.5,1.0,5.4,0.0,82,39.6,0,2.1,2.8,19.1
269804A001,음성군 소이면,2024-01-06,0.6,5.7,-3.7,74.3,208.5,1.3,6.0,0.0,503,39.7,0,-0.8,2.8,18.8
269804A001,음성군 소이면,2024-01-07,-2.2,0.5,-6.9,62.9,225.7,2.7,11.6,0.0,486,39.7,0,-3.7,2.4,18.3
269804A001,음성군 소이면,2024-01-08,-5.2,1.2,-10.1,66.6,212.0,0.9,5.0,0.0,519,33.3,0,-6.6,1.8,17.1
269804A001,음성군 소이면,2024-01-09,-1.6,0.5,-5.7,80.8,86.1,0.5,3.2,0.0,0,38.4,0,-3.0,1.5,16.0
269804A001,음성군 소이면,2024-01-10,0.2,4.7,-2.0,88.4,209.5,0.7,3.3,6.0,204,33.3,0,-1.3,1.4,15.9
269804A001,음성군 소이면,2024-01-11,0.5,3.6,-2.5,81.2,120.4,1.3,5.4,0.0,0,39.7,0,-1.0,1.4,16.6
269804A001,음성군 소이면,2024-01-12,1.9,6.4,-2.5,69.3,221.1,1.4,6.1,0.0,491,39.0,0,0.4,1.5,18.5
269804A001,음성군 소이면,2024-01-13,-1.7,6.8,-6.6,71.8,110.8,0.7,4.4,0.0,509,39.7,0,-3.1,1.6,18.1
269804A001,음성군 소이면,2024-01-14,-0.2,6.9,-6.5,85.2,197.0,1.4,7.6,4.5,194,31.0,0,-1.8,1.5,17.2
269804A001,음성군 소이면,2024-01-15,-1.5,1.8,-5.3,64.1,214.2,1.9,5.7,0.0,518,33.3,0,-2.8,1.4,18.3
269804A001,음성군 소이면,2024-01-16,-2.9,4.3,-8.2,77.0,238.9,0.7,3.9,0.0,496,35.8,0,-4.4,1.3,17.6
269804A001,음성군 소이면,2024-01-17,0.1,2.9,-4.8,88.9,91.3,0.4,2.5,10.0,3,38.4,0,-1.3,1.2,16.5
269804A001,음성군 소이면,2024-01-18,4.1,6.8,1.7,93.3,251.3,0.5,4.2,8.0,0,38.7,0,2.6,1.1,20.5
269804A001,음성군 소이면,2024-01-19,5.6,7.3,2.4,73.2,13.1,1.9,6.5,0.0,0,30.7,0,4.2,2.3,18.2
269804A001,음성군 소이면,2024-01-20,3.6,5.8,2.0,83.8,338.3,1.3,6.9,8.0,0,39.7,0,2.0,2.9,18.2
269804A001,음성군 소이면,2024-01-21,3.3,7.2,0.5,85.3,229.8,1.2,6.9,0.0,21,28.8,0,1.9,3.3,18.4
269804A001,음성군 소이면,2024-01-22,-5.5,0.6,-9.9,72.2,220.8,4.1,11.2,0.0,135,38.5,0,-6.7,2.8,17.3
269804A001,음성군 소이면,2024-01-23,-9.9,-7.0,-12.0,63.0,222.1,3.5,10.1,0.0,360,36.5,0,-11.3,1.7,16.0
269804A001,음성군 소이면,2024-01-24,-7.7,-3.5,-11.8,60.5,230.3,2.2,9.6,0.0,513,37.8,0,-9.2,0.8,14.7
269804A001,음성군 소이면,2024-01-25,-5.9,0.3,-11.7,64.0,207.1,1.3,5.6,0.0,536,39.7,0,-7.4,0.3,12.9
269804A001,음성군 소이면,2024-01-26,-3.5,4.2,-9.9,76.7,193.3,0.9,6.1,0.0,523,35.8,0,-5.0,0.1,11.4
269804A001,음성군 소이면,2024-01-27,-1.4,5.0,-6.6,76.8,214.8,0.7,5.3,0.0,427,38.4,0,-2.9,0.1,11.3
269804A001,음성군 소이면,2024-01-28,-1.2,3.4,-5.3,76.1,222.1,1.1,6.2,0.0,323,38.4,0,-2.7,0.1,11.7
269804A001,음성군 소이면,2024-01-29,-2.2,5.2,-7.5,79.3,154.8,0.6,5.6,0.0,401,21.8,0,-3.6,0.1,11.5
269804A001,음성군 소이면,2024-01-30,-0.9,9.9,-7.3,77.0,88.2,0.4,2.8,0.0,501,37.1,0,-2.5,0.1,11.2
269804A001,음성군 소이면,2024-01-31,3.4,12.6,-3.6,67.7,207.3,0.8,4.5,0.0,469,35.8,0,2.0,0.1,11.6
269804A001,음성군 소이면,2024-02-01,2.6,7.6,-1.9,75.8,220.9,0.8,5.8,0.0,16,29.4,0,1.1,0.2,12.1
269804A001,음성군 소이면,2024-02-02,3.0,9.4,-2.0,71.6,224.5,0.9,6.0,0.0,283,40.0,0,1.6,0.3,12.8
269804A001,음성군 소이면,2024-02-03,2.7,9.1,-3.1,83.4,82.3,0.7,5.9,0.0,14,36.5,0,1.2,0.4,13.7
269804A001,음성군 소이면,2024-02-04,4.7,9.6,0.0,81.9,72.4,1.1,5.4,0.0,93,31.4,0,3.2,1.0,15.2
269804A001,음성군 소이면,2024-02-05,3.5,6.3,0.3,86.7,325.1,1.7,8.7,8.0,0,37.8,0,2.1,2.6,17.7
269804A001,음성군 소이면,2024-02-06,1.6,4.0,0.0,89.3,229.3,0.7,5.7,4.0,0,34.3,0,0.2,2.6,17.8
269804A001,음성군 소이면,2024-02-07,0.7,2.9,-1.1,83.0,206.1,0.6,3.7,0.0,47,39.0,0,-0.8,2.4,17.9
269804A001,음성군 소이면,2024-02-08,0.5,6.4,-3.4,82.6,166.0,0.7,4.7,0.0,414,39.7,0,-0.8,2.4,17.5
269804A001,음성군 소이면,2024-02-09,-0.1,5.8,-4.6,79.5,214.1,1.1,6.2,0.0,375,39.7,0,-1.5,2.3,17.0
269804A001,음성군 소이면,2024-02-10,0.5,6.7,-3.5,76.9,175.5,1.4,8.9,0.0,273,39.0,0,-0.9,2.1,16.6
269804A001,음성군 소이면,2024-02-11,-0.2,4.5,-5.2,80.1,199.7,1.4,7.6,0.0,152,33.0,0,-1.6,1.8,16.1
269804A001,음성군 소이면,2024-02-12,1.6,10.9,-4.7,75.5,124.5,0.7,4.8,0.0,522,35.7,0,0.2,1.9,16.2
269804A001,음성군 소이면,2024-02-13,5.0,15.1,-3.1,79.3,155.8,1.3,10.3,0.0,542,33.3,0,3.6,2.7,16.3
