stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
546804B001,보성군 보성읍,2024-01-01,1.6,10.2,-5.7,80.4,106.8,0.2,3.5,0.0,,9.2,207,3.2,5.6,50
546804B001,보성군 보성읍,2024-01-02,2.9,9.0,-2.4,82.4,273.6,0.2,3.0,0.0,,6.6,568,4.3,6.3,50
546804B001,보성군 보성읍,2024-01-03,2.1,7.8,-1.0,79.7,269.7,0.4,4.2,0.5,,7.3,435,3.6,6.3,50
546804B001,보성군 보성읍,2024-01-04,0.1,10.8,-6.2,76.6,261.2,0.3,3.2,0.0,,12.1,52,1.7,5.4,50
546804B001,보성군 보성읍,2024-01-05,1.0,13.0,-6.9,82.4,246.2,0.2,3.3,0.0,,8.7,326,2.3,5.1,50
546804B001,보성군 보성읍,2024-01-06,1.6,10.5,-4.3,70.9,266.7,0.4,4.0,0.0,,11.5,486,2.4,5.4,50
546804B001,보성군 보성읍,2024-01-07,-1.4,4.5,-5.8,67.6,273.7,0.7,4.7,0.0,,9.6,138,0.0,4.6,50
546804B001,보성군 보성읍,2024-01-08,-3.4,6.9,-9.7,62.3,246.7,0.3,2.9,0.0,,13.1,0,-1.4,3.6,50
546804B001,보성군 보성읍,2024-01-09,-2.1,2.6,-8.3,84.9,91.4,0.1,3.2,3.5,,2.4,407,-0.5,3.1,50
546804B001,보성군 보성읍,2024-01-10,1.5,8.0,-5.3,76.7,268.8,0.4,4.7,0.0,,11.6,521,3.3,4.7,50
546804B001,보성군 보성읍,2024-01-11,-0.5,9.5,-7.2,76.4,266.7,0.3,3.9,0.0,,13.2,54,1.1,4.1,50
546804B001,보성군 보성읍,2024-01-12,3.6,11.7,-3.9,65.1,272.3,0.4,3.5,0.0,,10.9,2,4.3,5.1,50
546804B001,보성군 보성읍,2024-01-13,-0.1,10.1,-7.2,58.9,259.7,0.3,3.8,0.0,,12.7,0,0.9,4.4,50
546804B001,보성군 보성읍,2024-01-14,2.2,14.6,-8.5,78.2,261.8,0.7,6.0,0.5,,11.1,287,3.6,4.4,50
546804B001,보성군 보성읍,2024-01-15,0.0,7.3,-4.7,59.4,268.7,0.7,3.9,0.0,,13.6,0,1.5,5.3,50
546804B001,보성군 보성읍,2024-01-16,-1.0,7.5,-8.3,55.0,94.6,0.4,4.4,0.0,,11.3,0,-0.2,4.0,50
546804B001,보성군 보성읍,2024-01-17,2.1,7.7,-4.1,77.6,90.1,0.1,3.5,0.0,,2.5,94,3.0,4.2,50
546804B001,보성군 보성읍,2024-01-18,6.5,8.5,4.2,95.3,80.0,0.1,4.4,5.5,,1.8,1430,7.5,6.0,50
546804B001,보성군 보성읍,2024-01-19,4.7,5.9,3.4,84.3,86.0,1.8,8.7,2.5,,2.7,841,5.7,6.6,50
546804B001,보성군 보성읍,2024-01-20,4.6,5.9,3.5,87.8,87.1,2.1,9.5,27.0,,1.8,1087,5.6,6.3,50
546804B001,보성군 보성읍,2024-01-21,3.7,8.1,0.3,92.3,272.2,0.2,3.3,1.0,,3.9,996,5.4,6.6,50
546804B001,보성군 보성읍,2024-01-22,-3.5,0.4,-6.9,74.9,274.9,1.5,6.2,0.0,,6.9,0,-1.1,5.3,50
546804B001,보성군 보성읍,2024-01-23,-6.2,-2.5,-8.0,81.5,274.8,1.2,5.5,1.0,,6.0,180,-3.2,3.8,50
546804B001,보성군 보성읍,2024-01-24,-5.3,0.0,-9.0,76.2,273.9,0.8,4.5,1.0,,8.4,114,-2.7,3.0,50
546804B001,보성군 보성읍,2024-01-25,-2.9,3.9,-7.7,65.4,277.3,0.8,4.2,0.0,,14.1,0,-0.8,2.9,50
