stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
233852A001,정선군 정선읍,2024-10-01,15.5,22.6,10.8,79.8,118.7,0.8,5.3,0.0,110.0,6.0,0.0,16.3,20.0,11.2
233852A001,정선군 정선읍,2024-10-02,12.7,20.1,8.3,68.2,194.8,0.5,4.5,0.0,490.0,16.3,0.0,14.4,18.6,11.0
233852A001,정선군 정선읍,2024-10-03,11.6,17.2,7.2,88.0,284.2,0.4,5.7,5.5,70.0,4.6,548.0,12.4,17.3,11.0
233852A001,정선군 정선읍,2024-10-04,14.0,22.5,9.5,81.3,185.0,0.4,3.3,0.5,423.0,15.1,331.0,15.6,17.8,11.8
233852A001,정선군 정선읍,2024-10-05,13.7,22.8,9.4,80.9,209.7,0.4,2.7,0.0,361.0,13.2,0.0,15.2,18.1,11.4
233852A001,정선군 정선읍,2024-10-06,13.3,16.8,9.2,87.3,242.6,0.3,2.6,0.0,37.0,5.4,0.0,14.3,17.5,11.0
233852A001,정선군 정선읍,2024-10-07,15.7,21.1,12.3,82.1,92.7,0.2,3.0,0.0,150.0,8.7,0.0,16.9,18.0,10.9
233852A001,정선군 정선읍,2024-10-08,15.4,21.4,12.3,78.9,286.7,0.7,6.4,0.0,257.0,9.2,0.0,17.1,18.4,10.7
233852A001,정선군 정선읍,2024-10-09,13.9,21.5,9.0,80.2,284.6,0.6,5.2,0.0,285.0,10.6,0.0,15.2,18.0,10.4
233852A001,정선군 정선읍,2024-10-10,14.5,23.2,8.9,79.1,185.7,0.3,10.0,0.0,382.0,13.3,0.0,16.5,17.9,10.1
233852A001,정선군 정선읍,2024-10-11,14.5,23.0,9.2,79.7,145.5,0.4,5.2,0.0,289.0,11.9,0.0,16.0,18.5,9.8
233852A001,정선군 정선읍,2024-10-12,13.7,22.5,9.0,82.8,118.6,0.4,3.6,0.0,333.0,11.8,0.0,15.1,18.0,9.6
233852A001,정선군 정선읍,2024-10-13,15.0,23.4,9.9,78.7,283.3,0.5,3.8,0.0,266.0,11.0,0.0,16.7,17.9,9.4
233852A001,정선군 정선읍,2024-10-14,14.7,18.8,11.8,89.7,2.3,0.2,2.7,0.0,0.0,4.0,0.0,15.0,17.8,9.3
233852A001,정선군 정선읍,2024-10-15,16.6,20.8,13.6,89.5,126.5,0.3,3.0,2.5,15.0,4.5,320.0,17.1,18.0,9.6
233852A001,정선군 정선읍,2024-10-16,15.6,22.9,10.3,83.9,208.7,0.3,2.7,0.0,314.0,8.8,0.0,16.0,18.0,9.9
233852A001,정선군 정선읍,2024-10-17,14.1,23.3,9.3,85.9,175.1,0.3,6.3,0.5,226.0,8.1,0.0,14.4,17.3,9.6
233852A001,정선군 정선읍,2024-10-18,13.7,16.7,9.7,92.5,330.4,0.2,5.1,90.5,16.0,2.6,310.0,14.0,16.1,13.6
233852A001,정선군 정선읍,2024-10-20,9.7,12.3,8.2,69.8,327.4,0.8,8.3,0.5,32.0,4.1,0.0,9.9,13.8,14.1
233852A001,정선군 정선읍,2024-10-21,13.1,19.5,7.6,81.2,89.5,0.2,6.9,0.0,117.0,7.3,0.0,13.6,14.1,13.3
233852A001,정선군 정선읍,2024-10-22,14.2,17.1,12.8,94.8,89.0,0.2,4.6,20.0,0.0,1.5,811.0,14.4,15.2,14.6
233852A001,정선군 정선읍,2024-10-23,12.3,17.0,5.0,74.2,116.6,1.3,9.4,1.5,74.0,4.1,139.0,11.5,14.9,15.1
233852A001,정선군 정선읍,2024-10-24,9.5,18.5,5.0,83.0,106.0,0.3,3.1,0.0,324.0,10.5,0.0,9.6,13.1,13.9
233852A001,정선군 정선읍,2024-10-25,11.2,22.6,4.4,80.5,238.9,0.4,2.6,0.0,434.0,12.2,0.0,11.5,13.0,13.2
233852A001,정선군 정선읍,2024-10-27,12.6,18.1,8.2,86.7,121.3,0.3,2.8,0.5,43.0,5.1,310.0,12.9,14.3,12.4
233852A001,정선군 정선읍,2024-10-28,12.3,15.4,8.4,83.0,300.6,0.8,6.4,0.0,0.0,2.0,732.0,12.2,14.4,12.3
233852A001,정선군 정선읍,2024-10-30,11.1,21.2,5.9,80.5,162.3,0.3,2.8,0.0,350.0,10.3,0.0,10.7,13.1,11.9
